Elapsed time,ECG
8.270,0.390
8.275,0.153
8.280,0.179
8.285,0.281
8.290,0.091
8.295,0.023
8.300,0.190
8.305,0.107
8.310,-0.032
8.315,0.122
8.320,0.162
8.325,-0.018
8.330,0.036
8.335,0.152
8.340,-0.004
8.345,-0.048
8.350,0.119
8.355,0.042
8.360,-0.097
8.365,0.049
8.370,0.085
8.375,-0.092
8.380,-0.028
8.385,0.093
8.390,-0.069
8.395,-0.121
8.400,0.041
8.405,-0.028
8.410,-0.160
8.415,-0.022
8.420,0.006
8.425,-0.173
8.430,-0.117
8.435,-0.002
8.440,-0.151
8.445,-0.197
8.450,-0.039
8.455,-0.103
8.460,-0.228
8.465,-0.085
8.470,-0.046
8.475,-0.217
8.480,-0.151
8.485,-0.011
8.490,-0.140
8.495,-0.165
8.500,0.017
8.505,-0.034
8.510,-0.140
8.515,0.037
8.520,0.100
8.525,-0.052
8.530,0.034
8.535,0.184
8.540,0.050
8.545,0.024
8.550,0.214
8.555,0.167
8.560,0.051
8.565,0.200
8.570,0.241
8.575,0.073
8.580,0.136
8.585,0.263
8.590,0.108
8.595,0.059
8.600,0.227
8.605,0.155
8.610,0.014
8.615,0.147
8.620,0.175
8.625,-0.001
8.630,0.067
8.635,0.202
8.640,0.047
8.645,-0.014
8.650,0.148
8.655,0.083
8.660,-0.054
8.665,0.090
8.670,0.136
8.675,-0.042
8.680,0.015
8.685,0.149
8.690,-0.004
8.695,-0.059
8.700,0.111
8.705,0.050
8.710,-0.083
8.715,0.060
8.720,0.105
8.725,-0.069
8.730,-0.012
8.735,0.122
8.740,-0.022
8.745,-0.071
8.750,0.099
8.755,0.040
8.760,-0.096
8.765,0.037
8.770,0.057
8.775,-0.138
8.780,-0.088
8.785,0.048
8.790,-0.096
8.795,-0.148
8.800,0.023
8.805,-0.050
8.810,-0.205
8.815,-0.061
8.820,-0.003
8.825,-0.158
8.830,-0.078
8.835,0.074
8.840,-0.060
8.845,-0.103
8.850,0.080
8.855,0.030
8.860,-0.093
8.865,0.065
8.870,0.119
8.875,-0.048
8.880,0.015
8.885,0.149
8.890,0.004
8.895,-0.050
8.900,0.116
8.905,0.061
8.910,-0.078
8.915,0.054
8.920,0.103
8.925,-0.070
8.930,-0.022
8.935,0.117
8.940,-0.016
8.945,-0.063
8.950,0.082
8.955,-0.118
8.960,-0.562
8.965,-0.807
8.970,-1.054
8.975,-1.202
8.980,-0.750
8.985,-0.113
8.990,0.124
8.995,0.318
9.000,0.565
9.005,0.442
9.010,0.235
9.015,0.313
9.020,0.305
9.025,0.097
9.030,0.112
9.035,0.212
9.040,0.058
9.045,0.006
9.050,0.171
9.055,0.107
9.060,-0.034
9.065,0.105
9.070,0.151
9.075,-0.033
9.080,0.011
9.085,0.146
9.090,0.000
9.095,-0.062
9.100,0.108
9.105,0.051
9.110,-0.097
9.115,0.038
9.120,0.085
9.125,-0.099
9.130,-0.054
9.135,0.075
9.140,-0.075
9.145,-0.132
9.150,0.037
9.155,-0.026
9.160,-0.181
9.165,-0.054
9.170,-0.005
9.175,-0.185
9.180,-0.143
9.185,-0.008
9.190,-0.154
9.195,-0.218
9.200,-0.051
9.205,-0.108
9.210,-0.251
9.215,-0.109
9.220,-0.044
9.225,-0.204
9.230,-0.142
9.235,0.008
9.240,-0.116
9.245,-0.157
9.250,0.032
9.255,0.003
9.260,-0.117
9.265,0.048
9.270,0.138
9.275,-0.009
9.280,0.053
9.285,0.209
9.290,0.095
9.295,0.051
9.300,0.228
9.305,0.187
9.310,0.047
9.315,0.179
9.320,0.235
9.325,0.067
9.330,0.114
9.335,0.251
9.340,0.109
9.345,0.044
9.350,0.210
9.355,0.155
9.360,0.005
9.365,0.135
9.370,0.190
9.375,0.012
9.380,0.047
9.385,0.180
9.390,0.042
9.395,-0.024
9.400,0.140
9.405,0.091
9.410,-0.049
9.415,0.081
9.420,0.133
9.425,-0.041
9.430,-0.002
9.435,0.137
9.440,0.007
9.445,-0.055
9.450,0.113
9.455,0.064
9.460,-0.084
9.465,0.045
9.470,0.105
9.475,-0.065
9.480,-0.022
9.485,0.118
9.490,-0.013
9.495,-0.075
9.500,0.091
9.505,0.048
9.510,-0.102
9.515,0.019
9.520,0.067
9.525,-0.125
9.530,-0.089
9.535,0.056
9.540,-0.079
9.545,-0.142
9.550,0.026
9.555,-0.037
9.560,-0.201
9.565,-0.061
9.570,0.017
9.575,-0.143
9.580,-0.082
9.585,0.081
9.590,-0.044
9.595,-0.100
9.600,0.083
9.605,0.052
9.610,-0.080
9.615,0.062
9.620,0.130
9.625,-0.035
9.630,0.009
9.635,0.152
9.640,0.020
9.645,-0.047
9.650,0.120
9.655,0.078
9.660,-0.070
9.665,0.056
9.670,0.116
9.675,-0.060
9.680,-0.029
9.685,0.110
9.690,-0.012
9.695,-0.063
9.700,0.096
9.705,-0.048
9.710,-0.446
9.715,-0.685
9.720,-0.947
9.725,-1.154
9.730,-0.784
9.735,-0.158
9.740,0.098
9.745,0.278
9.750,0.547
9.755,0.457
9.760,0.227
9.765,0.289
9.770,0.295
9.775,0.094
9.780,0.101
9.785,0.212
9.790,0.066
9.795,-0.008
9.800,0.156
9.805,0.114
9.810,-0.040
9.815,0.083
9.820,0.153
9.825,-0.024
9.830,-0.002
9.835,0.141
9.840,0.010
9.845,-0.068
9.850,0.097
9.855,0.055
9.860,-0.101
9.865,0.024
9.870,0.088
9.875,-0.096
9.880,-0.069
9.885,0.077
9.890,-0.060
9.895,-0.143
9.900,0.020
9.905,-0.021
9.910,-0.183
9.915,-0.070
9.920,-0.005
9.925,-0.183
9.930,-0.159
9.935,-0.016
9.940,-0.150
9.945,-0.225
9.950,-0.051
9.955,-0.088
9.960,-0.244
9.965,-0.118
9.970,-0.041
9.975,-0.209
9.980,-0.169
9.985,0.002
9.990,-0.108
9.995,-0.173
