Elapsed time,ECG
18.255,0.117
18.260,0.027
18.265,-0.046
18.270,0.075
18.275,0.061
18.280,-0.065
18.285,0.015
18.290,0.080
18.295,-0.052
18.300,-0.050
18.305,0.064
18.310,-0.023
18.315,-0.097
18.320,0.023
18.325,0.010
18.330,-0.113
18.335,-0.034
18.340,0.031
18.345,-0.094
18.350,-0.086
18.355,0.030
18.360,-0.056
18.365,-0.123
18.370,0.003
18.375,-0.007
18.380,-0.128
18.385,-0.043
18.390,0.031
18.395,-0.087
18.400,-0.064
18.405,0.071
18.410,0.001
18.415,-0.053
18.420,0.085
18.425,0.087
18.430,-0.025
18.435,0.062
18.440,0.134
18.445,0.012
18.450,0.022
18.455,0.143
18.460,0.059
18.465,-0.012
18.470,0.112
18.475,0.098
18.480,-0.026
18.485,0.053
18.490,0.113
18.495,-0.024
18.500,-0.019
18.505,0.098
18.510,0.009
18.515,-0.063
18.520,0.062
18.525,0.052
18.530,-0.066
18.535,0.016
18.540,0.081
18.545,-0.048
18.550,-0.044
18.555,0.073
18.560,-0.008
18.565,-0.077
18.570,0.046
18.575,0.035
18.580,-0.083
18.585,0.001
18.590,0.067
18.595,-0.058
18.600,-0.048
18.605,0.083
18.610,0.007
18.615,-0.075
18.620,0.034
18.625,0.020
18.630,-0.097
18.635,-0.008
18.640,0.066
18.645,-0.058
18.650,-0.050
18.655,0.069
18.660,-0.014
18.665,-0.082
18.670,0.044
18.675,0.032
18.680,-0.094
18.685,-0.013
18.690,0.056
18.695,-0.071
18.700,-0.065
18.705,0.055
18.710,-0.029
18.715,-0.103
18.720,0.014
18.725,-0.009
18.730,-0.137
18.735,-0.052
18.740,0.015
18.745,-0.115
18.750,-0.097
18.755,0.035
18.760,-0.034
18.765,-0.079
18.770,0.069
18.775,0.073
18.780,-0.043
18.785,0.040
18.790,0.108
18.795,-0.016
18.800,-0.007
18.805,0.112
18.810,0.029
18.815,-0.037
18.820,0.108
18.825,0.136
18.830,0.018
18.835,0.016
18.840,-0.083
18.845,-0.450
18.850,-0.674
18.855,-0.600
18.860,-0.494
18.865,-0.284
18.870,0.086
18.875,0.216
18.880,0.120
18.885,0.196
18.890,0.261
18.895,0.114
18.900,0.097
18.905,0.211
18.910,0.128
18.915,0.051
18.920,0.168
18.925,0.155
18.930,0.025
18.935,0.100
18.940,0.162
18.945,0.029
18.950,0.030
18.955,0.147
18.960,0.059
18.965,-0.016
18.970,0.104
18.975,0.091
18.980,-0.033
18.985,0.045
18.990,0.108
18.995,-0.023
19.000,-0.022
19.005,0.096
19.010,0.011
19.015,-0.067
19.020,0.051
19.025,0.041
19.030,-0.084
19.035,-0.009
19.040,0.054
19.045,-0.081
19.050,-0.085
19.055,0.027
19.060,-0.061
19.065,-0.137
19.070,-0.018
19.075,-0.032
19.080,-0.158
19.085,-0.078
19.090,-0.008
19.095,-0.129
19.100,-0.117
19.105,0.010
19.110,-0.059
19.115,-0.111
19.120,0.032
19.125,0.045
19.130,-0.055
19.135,0.042
19.140,0.124
19.145,0.011
19.150,0.028
19.155,0.155
19.160,0.075
19.165,0.004
19.170,0.131
19.175,0.122
19.180,-0.004
19.185,0.076
19.190,0.147
19.195,0.017
19.200,0.020
19.205,0.138
19.210,0.050
19.215,-0.025
19.220,0.099
19.225,0.087
19.230,-0.039
19.235,0.039
19.240,0.108
19.245,-0.016
19.250,-0.010
19.255,0.110
19.260,0.028
19.265,-0.049
19.270,0.070
19.275,0.060
19.280,-0.062
19.285,0.016
19.290,0.084
19.295,-0.042
19.300,-0.039
19.305,0.077
19.310,-0.006
19.315,-0.078
19.320,0.042
19.325,0.033
19.330,-0.088
19.335,-0.008
19.340,0.060
19.345,-0.066
19.350,-0.062
19.355,0.056
19.360,-0.024
19.365,-0.095
19.370,0.029
19.375,0.023
19.380,-0.098
19.385,-0.021
19.390,0.050
19.395,-0.074
19.400,-0.069
19.405,0.053
19.410,-0.027
19.415,-0.098
19.420,0.026
19.425,0.019
19.430,-0.103
19.435,-0.021
19.440,0.049
19.445,-0.079
19.450,-0.080
19.455,0.040
19.460,-0.041
19.465,-0.116
19.470,0.007
19.475,0.004
19.480,-0.117
19.485,-0.042
19.490,0.015
19.495,-0.125
19.500,-0.122
19.505,0.003
19.510,-0.083
19.515,-0.159
19.520,-0.024
19.525,-0.012
19.530,-0.115
19.535,-0.013
19.540,0.085
19.545,-0.022
19.550,-0.012
19.555,0.109
19.560,0.025
19.565,-0.047
19.570,0.078
19.575,0.073
19.580,-0.048
19.585,0.039
19.590,0.137
19.595,0.043
19.600,0.027
19.605,0.042
19.610,-0.234
19.615,-0.574
19.620,-0.656
19.625,-0.632
19.630,-0.507
19.635,-0.131
19.640,0.166
19.645,0.148
19.650,0.166
19.655,0.280
19.660,0.190
19.665,0.089
19.670,0.189
19.675,0.181
19.680,0.055
19.685,0.126
19.690,0.192
19.695,0.061
19.700,0.058
19.705,0.174
19.710,0.088
19.715,0.009
19.720,0.127
19.725,0.117
19.730,-0.009
19.735,0.068
19.740,0.137
19.745,0.005
19.750,0.005
19.755,0.123
19.760,0.040
19.765,-0.040
19.770,0.078
19.775,0.069
19.780,-0.060
19.785,0.011
19.790,0.078
19.795,-0.051
19.800,-0.053
19.805,0.064
19.810,-0.022
19.815,-0.103
19.820,0.014
19.825,0.000
19.830,-0.133
19.835,-0.064
19.840,0.001
19.845,-0.125
19.850,-0.125
19.855,-0.006
19.860,-0.085
19.865,-0.157
19.870,-0.027
19.875,-0.020
19.880,-0.131
19.885,-0.038
19.890,0.054
19.895,-0.046
19.900,-0.021
19.905,0.116
19.910,0.052
19.915,-0.007
19.920,0.126
19.925,0.127
19.930,0.007
19.935,0.087
19.940,0.158
19.945,0.033
19.950,0.037
19.955,0.155
19.960,0.072
19.965,-0.002
19.970,0.119
19.975,0.111
19.980,-0.015
19.985,0.057
19.990,0.125
19.995,-0.001
